date,ETTm2,ETTm1,OT
2016/7/1 0:00,38.66199875,30.53100014,69.19299889
2016/7/1 0:15,38.22299957,30.45999908,68.68299865
2016/7/1 0:30,37.34400177,30.03800011,67.38200188
2016/7/1 0:45,37.12400055,27.01300049,64.13700104
2016/7/1 1:00,37.12400055,27.78700066,64.91100121
2016/7/1 1:15,36.90399933,27.71699905,64.62099838
2016/7/1 1:30,36.90399933,27.64599991,64.54999924
2016/7/1 1:45,36.46500015,27.08399963,63.54899978
2016/7/1 2:00,36.46500015,27.78700066,64.25200081
2016/7/1 2:15,36.46500015,27.50600052,63.97100067
2016/7/1 2:30,35.80599976,27.85700035,63.66300011
2016/7/1 2:45,34.92699814,27.01300049,61.93999863
2016/7/1 3:00,33.60850143,25.04400063,58.65250206
2016/7/1 3:15,32.94900131,24.5510006,57.50000191
2016/7/1 3:30,32.50999832,23.56599998,56.0759983
2016/7/1 3:45,32.29000092,21.52599907,53.81599999
2016/7/1 4:00,31.85050011,21.94799995,53.79850006
2016/7/1 4:15,31.63100052,21.45599937,53.08699989
2016/7/1 4:30,31.4109993,22.79199982,54.20299912
2016/7/1 4:45,30.97200012,21.0340004,52.00600052
2016/7/1 5:00,30.53199959,21.17399979,51.70599938
2016/7/1 5:15,30.53199959,20.82299995,51.35499954
2016/7/1 5:30,30.75200081,21.17399979,51.9260006
2016/7/1 5:45,30.3125,21.17399979,51.48649979
2016/7/1 6:00,30.09300041,22.79199982,52.88500023
2016/7/1 6:15,29.87299919,23.84799957,53.72099876
2016/7/1 6:30,29.87299919,24.34000015,54.21299934
2016/7/1 6:45,29.87299919,23.1439991,53.01699829
2016/7/1 7:00,29.87299919,23.1439991,53.01699829
2016/7/1 7:15,29.87299919,23.77700043,53.64999962
2016/7/1 7:30,29.87299919,23.84799957,53.72099876
2016/7/1 7:45,29.87299919,23.98800087,53.86100006
2016/7/1 8:00,29.65299988,21.66699982,51.3199997
2016/7/1 8:15,29.43350029,22.0890007,51.52250099
2016/7/1 8:30,29.43350029,22.37000084,51.80350113
2016/7/1 8:45,29.43350029,16.39100075,45.82450104
2016/7/1 9:00,29.21349907,17.44599915,46.65949822
2016/7/1 9:15,28.1154995,17.72699928,45.84249878
2016/7/1 9:30,27.67550087,18.50099945,46.17650032
2016/7/1 9:45,27.67550087,19.27499962,46.95050049
2016/7/1 10:00,27.45599937,19.97900009,47.43499946
2016/7/1 10:15,27.45599937,18.50099945,45.95699882
2016/7/1 10:30,27.45599937,18.5720005,46.02799987
2016/7/1 10:45,27.45599937,19.41600037,46.87199974
2016/7/1 11:00,27.45599937,20.11899948,47.57499885
2016/7/1 11:15,27.45599937,19.76799965,47.22399902
2016/7/1 11:30,27.23649979,19.76799965,47.00449944
2016/7/1 11:45,27.23649979,20.32999992,47.56649971
2016/7/1 12:00,27.23649979,19.20499992,46.44149971
2016/7/1 12:15,27.23649979,17.72699928,44.96349907
2016/7/1 12:30,26.79700089,18.6420002,45.43900109
2016/7/1 12:45,26.57699966,18.50099945,45.07799911
2016/7/1 13:00,26.57699966,18.5720005,45.14900016
2016/7/1 13:15,26.79700089,19.6970005,46.49400139
2016/7/1 13:30,26.79700089,19.55599976,46.35300065
2016/7/1 13:45,26.79700089,19.83799934,46.63500023
2016/7/1 14:00,26.79700089,19.55599976,46.35300065
2016/7/1 14:15,26.79700089,19.41600037,46.21300126
2016/7/1 14:30,26.79700089,19.13400078,45.93100167
2016/7/1 14:45,26.79700089,17.02400017,43.82100106
2016/7/1 15:00,26.79700089,17.30500031,44.1020012
2016/7/1 15:15,26.79700089,18.78300095,45.58000184
2016/7/1 15:30,26.79700089,18.85300064,45.65000153
2016/7/1 15:45,26.79700089,19.20499992,46.00200081
2016/7/1 16:00,26.79700089,19.48600006,46.28300095
2016/7/1 16:15,26.57749939,19.62700081,46.2045002
2016/7/1 16:30,26.57749939,18.43099976,45.00849915
2016/7/1 16:45,26.57749939,19.76799965,46.34549904
2016/7/1 17:00,26.57749939,19.13400078,45.71150017
2016/7/1 17:15,26.57749939,20.75200081,47.3295002
2016/7/1 17:30,26.57749939,19.76799965,46.34549904
2016/7/1 17:45,26.57749939,20.68199921,47.2594986
2016/7/1 18:00,26.57749939,20.68199921,47.2594986
2016/7/1 18:15,26.57749939,19.83799934,46.41549873
2016/7/1 18:30,26.35750008,19.20499992,45.5625
2016/7/1 18:45,26.13750076,19.41600037,45.55350113
2016/7/1 19:00,26.13750076,18.71199989,44.84950065
2016/7/1 19:15,26.13750076,17.86800003,44.00550079
2016/7/1 19:30,26.13750076,18.21999931,44.35750007
2016/7/1 19:45,26.13750076,18.50099945,44.63850021
2016/7/1 20:00,26.13750076,17.86800003,44.00550079
2016/7/1 20:15,26.13750076,18.21999931,44.35750007
2016/7/1 20:30,26.13750076,17.86800003,44.00550079
2016/7/1 20:45,26.13750076,17.86800003,44.00550079
2016/7/1 21:00,25.69849968,18.00900078,43.70750046
2016/7/1 21:15,25.69849968,18.36100006,44.05949974
2016/7/1 21:30,25.69849968,18.6420002,44.34049988
2016/7/1 21:45,25.91799927,18.00900078,43.92700005
2016/7/1 22:00,25.91799927,18.00900078,43.92700005
2016/7/1 22:15,25.91799927,17.58699989,43.50499916
2016/7/1 22:30,25.91799927,18.29000092,44.20800019
2016/7/1 22:45,25.91799927,19.41600037,45.33399964
2016/7/1 23:00,25.91799927,19.76799965,45.68599892
2016/7/1 23:15,25.91799927,20.75200081,46.67000008
2016/7/1 23:30,25.91799927,21.31500053,47.2329998
2016/7/1 23:45,25.91799927,21.87800026,47.79599953
2016/7/2 0:00,25.91799927,21.10400009,47.02199936
2016/7/2 0:15,25.91799927,21.10400009,47.02199936
2016/7/2 0:30,25.91799927,21.38500023,47.3029995
2016/7/2 0:45,26.13800049,21.17399979,47.31200028
2016/7/2 1:00,26.35750008,19.6970005,46.05450058
2016/7/2 1:15,26.35750008,20.54100037,46.89850045
2016/7/2 1:30,26.35750008,19.76799965,46.12549973
2016/7/2 1:45,26.13750076,19.83799934,45.9755001
2016/7/2 2:00,26.13750076,20.04899979,46.18650055
2016/7/2 2:15,25.91799927,21.0340004,46.95199967
2016/7/2 2:30,25.69849968,19.97900009,45.67749977
2016/7/2 2:45,25.69849968,20.32999992,46.0284996
2016/7/2 3:00,25.69849968,20.75200081,46.45050049
2016/7/2 3:15,25.69849968,20.47100067,46.16950035
2016/7/2 3:30,25.69849968,21.17399979,46.87249947
2016/7/2 3:45,25.69849968,20.82299995,46.52149963
2016/7/2 4:00,25.69849968,21.38500023,47.08349991
2016/7/2 4:15,25.91799927,21.0340004,46.95199967
2016/7/2 4:30,25.91799927,20.89299965,46.81099892
2016/7/2 4:45,25.91799927,20.75200081,46.67000008
2016/7/2 5:00,25.91799927,22.22999954,48.14799881
2016/7/2 5:15,25.91799927,21.17399979,47.09199906
2016/7/2 5:30,25.91799927,20.40099907,46.31899834
2016/7/2 5:45,25.91799927,20.26000023,46.1779995
2016/7/2 6:00,25.91799927,20.26000023,46.1779995
2016/7/2 6:15,25.91799927,19.13400078,45.05200005
2016/7/2 6:30,25.91799927,20.32999992,46.24799919
2016/7/2 6:45,25.91799927,20.89299965,46.81099892
2016/7/2 7:00,25.91799927,21.10400009,47.02199936
2016/7/2 7:15,25.47850037,19.27499962,44.75349999
2016/7/2 7:30,25.47850037,19.06399918,44.54249955
2016/7/2 7:45,25.47850037,20.26000023,45.7385006
2016/7/2 8:00,25.47850037,20.61199951,46.09049988
2016/7/2 8:15,25.47850037,18.85300064,44.33150101
2016/7/2 8:30,25.47850037,19.6970005,45.17550087
2016/7/2 8:45,25.69799995,18.21999931,43.91799926
2016/7/2 9:00,25.69799995,18.36100006,44.05900001
2016/7/2 9:15,25.69799995,19.27499962,44.97299957
2016/7/2 9:30,25.69799995,21.31500053,47.01300048
2016/7/2 9:45,25.91799927,21.52599907,47.44399834
2016/7/2 10:00,25.91799927,20.96299934,46.88099861
2016/7/2 10:15,25.91799927,19.06399918,44.98199845
2016/7/2 10:30,25.91799927,18.21999931,44.13799858
2016/7/2 10:45,25.91799927,19.27499962,45.19299889
2016/7/2 11:00,25.91799927,19.41600037,45.33399964
2016/7/2 11:15,25.91799927,19.97900009,45.89699936
2016/7/2 11:30,26.13800049,21.17399979,47.31200028
2016/7/2 11:45,26.35750008,21.0340004,47.39150048
2016/7/2 12:00,26.13750076,20.82299995,46.96050071
2016/7/2 12:15,26.13750076,20.47100067,46.60850143
2016/7/2 12:30,26.35750008,20.96299934,47.32049942
2016/7/2 12:45,26.35750008,21.52599907,47.88349915
2016/7/2 13:00,26.35750008,20.19000053,46.54750061
2016/7/2 13:15,26.35750008,18.36100006,44.71850014
2016/7/2 13:30,26.35750008,18.6420002,44.99950028
2016/7/2 13:45,26.35750008,20.47100067,46.82850075
2016/7/2 14:00,26.57749939,21.31500053,47.89249992
2016/7/2 14:15,26.79700089,21.66699982,48.46400071
2016/7/2 14:30,26.79700089,20.54100037,47.33800126
2016/7/2 14:45,27.23649979,21.80800056,49.04450035
2016/7/2 15:00,27.45599937,22.0189991,49.47499847
2016/7/2 15:15,27.45599937,21.52599907,48.98199844
2016/7/2 15:30,27.45599937,20.47100067,47.92700004
2016/7/2 15:45,27.6760006,20.11899948,47.79500008
2016/7/2 16:00,27.6760006,20.68199921,48.35799981
2016/7/2 16:15,27.6760006,22.22999954,49.90600014
2016/7/2 16:30,27.89550018,23.70700073,51.60250091
2016/7/2 16:45,28.1154995,24.97299957,53.08849907
2016/7/2 17:00,28.1154995,25.4659996,53.5814991
2016/7/2 17:15,28.33499908,25.81699944,54.15199852
2016/7/2 17:30,28.33499908,26.02799988,54.36299896
2016/7/2 17:45,28.55450058,26.02799988,54.58250046
2016/7/2 18:00,28.55450058,25.88800049,54.44250107
2016/7/2 18:15,28.77449989,26.30999947,55.08449936
2016/7/2 18:30,28.77449989,27.64599991,56.4204998
2016/7/2 18:45,28.77449989,27.29500008,56.06949997
2016/7/2 19:00,28.77449989,27.85700035,56.63150024
2016/7/2 19:15,28.99399948,27.71699905,56.71099853
2016/7/2 19:30,29.21349907,27.64599991,56.85949898
2016/7/2 19:45,29.43350029,27.71699905,57.15049934
2016/7/2 20:00,29.6534996,27.29500008,56.94849968
2016/7/2 20:15,29.6534996,26.73200035,56.38549995
2016/7/2 20:30,29.6534996,24.05900002,53.71249962
2016/7/2 20:45,29.43350029,22.93300056,52.36650085
2016/7/2 21:00,29.21349907,22.22999954,51.44349861
2016/7/2 21:15,28.77449989,22.0890007,50.86350059
2016/7/2 21:30,28.33499908,21.73699951,50.07199859
2016/7/2 21:45,28.33499908,21.17399979,49.50899887
2016/7/2 22:00,27.89550018,21.94799995,49.84350013
2016/7/2 22:15,27.89550018,23.63699913,51.53249931
2016/7/2 22:30,27.67550087,25.25499916,52.93050003
2016/7/2 22:45,27.45599937,26.66200066,54.11800003
2016/7/2 23:00,27.23649979,27.29500008,54.53149987
2016/7/2 23:15,27.23649979,28.13899994,55.37549973
2016/7/2 23:30,27.23649979,28.35000038,55.58650017
2016/7/2 23:45,27.23649979,29.0529995,56.28949929
2016/7/3 0:00,27.67550087,29.33499908,57.01049995
2016/7/3 0:15,27.67550087,28.77199936,56.44750023
2016/7/3 0:30,28.1154995,27.50600052,55.62150002
